intersection_id,tollgate_id,time_window,avg_travel_time
A,2,"[2016-10-18 06:00:00,2016-10-18 06:20:00)",60.607926729969925
A,2,"[2016-10-18 06:20:00,2016-10-18 06:40:00)",60.07087998930873
A,2,"[2016-10-18 06:40:00,2016-10-18 07:00:00)",58.524857255167646
A,2,"[2016-10-18 07:00:00,2016-10-18 07:20:00)",63.214261317568585
A,2,"[2016-10-18 07:20:00,2016-10-18 07:40:00)",62.900973667183706
A,2,"[2016-10-18 07:40:00,2016-10-18 08:00:00)",62.61863288467816
A,2,"[2016-10-18 15:00:00,2016-10-18 15:20:00)",71.56893370403263
A,2,"[2016-10-18 15:20:00,2016-10-18 15:40:00)",71.37564825374825
A,2,"[2016-10-18 15:40:00,2016-10-18 16:00:00)",73.7579879314727
A,2,"[2016-10-18 16:00:00,2016-10-18 16:20:00)",74.39511402352953
A,2,"[2016-10-18 16:20:00,2016-10-18 16:40:00)",73.68603225267277
A,2,"[2016-10-18 16:40:00,2016-10-18 17:00:00)",73.15800586548421
A,2,"[2016-10-19 06:00:00,2016-10-19 06:20:00)",63.246032119813364
A,2,"[2016-10-19 06:20:00,2016-10-19 06:40:00)",62.766556206641795
A,2,"[2016-10-19 06:40:00,2016-10-19 07:00:00)",61.89616749065396
A,2,"[2016-10-19 07:00:00,2016-10-19 07:20:00)",63.33070078879603
A,2,"[2016-10-19 07:20:00,2016-10-19 07:40:00)",63.630500660870155
A,2,"[2016-10-19 07:40:00,2016-10-19 08:00:00)",64.16835621558967
A,2,"[2016-10-19 15:00:00,2016-10-19 15:20:00)",72.4986000352909
A,2,"[2016-10-19 15:20:00,2016-10-19 15:40:00)",72.33261373299234
A,2,"[2016-10-19 15:40:00,2016-10-19 16:00:00)",72.31459357213095
A,2,"[2016-10-19 16:00:00,2016-10-19 16:20:00)",70.83841874733649
A,2,"[2016-10-19 16:20:00,2016-10-19 16:40:00)",70.6903631698719
A,2,"[2016-10-19 16:40:00,2016-10-19 17:00:00)",70.18556876164861
A,2,"[2016-10-20 06:00:00,2016-10-20 06:20:00)",62.695448181478184
A,2,"[2016-10-20 06:20:00,2016-10-20 06:40:00)",62.21953721256358
A,2,"[2016-10-20 06:40:00,2016-10-20 07:00:00)",62.105291066842824
A,2,"[2016-10-20 07:00:00,2016-10-20 07:20:00)",64.2868507205265
A,2,"[2016-10-20 07:20:00,2016-10-20 07:40:00)",64.45225799472468
A,2,"[2016-10-20 07:40:00,2016-10-20 08:00:00)",64.10148047218613
A,2,"[2016-10-20 15:00:00,2016-10-20 15:20:00)",72.34879808605396
A,2,"[2016-10-20 15:20:00,2016-10-20 15:40:00)",72.21539964816003
A,2,"[2016-10-20 15:40:00,2016-10-20 16:00:00)",73.3492745322515
A,2,"[2016-10-20 16:00:00,2016-10-20 16:20:00)",71.38836493957051
A,2,"[2016-10-20 16:20:00,2016-10-20 16:40:00)",70.89185004509669
A,2,"[2016-10-20 16:40:00,2016-10-20 17:00:00)",70.5000241525044
A,2,"[2016-10-21 06:00:00,2016-10-21 06:20:00)",61.42887750090112
A,2,"[2016-10-21 06:20:00,2016-10-21 06:40:00)",61.15119006512379
A,2,"[2016-10-21 06:40:00,2016-10-21 07:00:00)",60.764202015537215
A,2,"[2016-10-21 07:00:00,2016-10-21 07:20:00)",62.07306842355891
A,2,"[2016-10-21 07:20:00,2016-10-21 07:40:00)",61.871674524348904
A,2,"[2016-10-21 07:40:00,2016-10-21 08:00:00)",61.74873902409381
A,2,"[2016-10-21 15:00:00,2016-10-21 15:20:00)",74.26029541999083
A,2,"[2016-10-21 15:20:00,2016-10-21 15:40:00)",74.2479105775553
A,2,"[2016-10-21 15:40:00,2016-10-21 16:00:00)",75.3666285303328
A,2,"[2016-10-21 16:00:00,2016-10-21 16:20:00)",75.3362216903774
A,2,"[2016-10-21 16:20:00,2016-10-21 16:40:00)",75.25077318617599
A,2,"[2016-10-21 16:40:00,2016-10-21 17:00:00)",75.52686763159213
A,2,"[2016-10-22 06:00:00,2016-10-22 06:20:00)",59.2525573136605
A,2,"[2016-10-22 06:20:00,2016-10-22 06:40:00)",58.953020863239
A,2,"[2016-10-22 06:40:00,2016-10-22 07:00:00)",58.974134223219856
A,2,"[2016-10-22 07:00:00,2016-10-22 07:20:00)",63.00418450705149
A,2,"[2016-10-22 07:20:00,2016-10-22 07:40:00)",62.74792525171258
A,2,"[2016-10-22 07:40:00,2016-10-22 08:00:00)",62.629420851149014
A,2,"[2016-10-22 15:00:00,2016-10-22 15:20:00)",65.97273311621363
A,2,"[2016-10-22 15:20:00,2016-10-22 15:40:00)",65.94417363482428
A,2,"[2016-10-22 15:40:00,2016-10-22 16:00:00)",66.36706245661529
A,2,"[2016-10-22 16:00:00,2016-10-22 16:20:00)",64.27031144723969
A,2,"[2016-10-22 16:20:00,2016-10-22 16:40:00)",64.23905686992703
A,2,"[2016-10-22 16:40:00,2016-10-22 17:00:00)",64.36129159432599
A,2,"[2016-10-23 06:00:00,2016-10-23 06:20:00)",62.204683000855475
A,2,"[2016-10-23 06:20:00,2016-10-23 06:40:00)",61.660753060541396
A,2,"[2016-10-23 06:40:00,2016-10-23 07:00:00)",61.1578692465704
A,2,"[2016-10-23 07:00:00,2016-10-23 07:20:00)",65.51780328148982
A,2,"[2016-10-23 07:20:00,2016-10-23 07:40:00)",64.22199603927005
A,2,"[2016-10-23 07:40:00,2016-10-23 08:00:00)",63.433834800800845
A,2,"[2016-10-23 15:00:00,2016-10-23 15:20:00)",71.87227610029414
A,2,"[2016-10-23 15:20:00,2016-10-23 15:40:00)",71.64870678347492
A,2,"[2016-10-23 15:40:00,2016-10-23 16:00:00)",74.06528629595405
A,2,"[2016-10-23 16:00:00,2016-10-23 16:20:00)",73.42528004524266
A,2,"[2016-10-23 16:20:00,2016-10-23 16:40:00)",72.7529436490456
A,2,"[2016-10-23 16:40:00,2016-10-23 17:00:00)",72.16954723942489
A,2,"[2016-10-24 06:00:00,2016-10-24 06:20:00)",58.558301170811994
A,2,"[2016-10-24 06:20:00,2016-10-24 06:40:00)",58.14182460954382
A,2,"[2016-10-24 06:40:00,2016-10-24 07:00:00)",57.19623775434516
A,2,"[2016-10-24 07:00:00,2016-10-24 07:20:00)",59.04074543565184
A,2,"[2016-10-24 07:20:00,2016-10-24 07:40:00)",59.36374228276718
A,2,"[2016-10-24 07:40:00,2016-10-24 08:00:00)",59.12924060030897
A,2,"[2016-10-24 15:00:00,2016-10-24 15:20:00)",65.67434287068622
A,2,"[2016-10-24 15:20:00,2016-10-24 15:40:00)",65.50700337265405
A,2,"[2016-10-24 15:40:00,2016-10-24 16:00:00)",66.24330088357989
A,2,"[2016-10-24 16:00:00,2016-10-24 16:20:00)",66.11895161352768
A,2,"[2016-10-24 16:20:00,2016-10-24 16:40:00)",66.35304433403142
A,2,"[2016-10-24 16:40:00,2016-10-24 17:00:00)",66.09183397268747
A,3,"[2016-10-18 06:00:00,2016-10-18 06:20:00)",105.99301562235956
A,3,"[2016-10-18 06:20:00,2016-10-18 06:40:00)",104.86901979819689
A,3,"[2016-10-18 06:40:00,2016-10-18 07:00:00)",107.01470975114401
A,3,"[2016-10-18 07:00:00,2016-10-18 07:20:00)",112.7742715899889
A,3,"[2016-10-18 07:20:00,2016-10-18 07:40:00)",113.19937747448193
A,3,"[2016-10-18 07:40:00,2016-10-18 08:00:00)",113.29911808962977
A,3,"[2016-10-18 15:00:00,2016-10-18 15:20:00)",112.32825495683059
A,3,"[2016-10-18 15:20:00,2016-10-18 15:40:00)",111.44342128611201
A,3,"[2016-10-18 15:40:00,2016-10-18 16:00:00)",115.99098878056003
A,3,"[2016-10-18 16:00:00,2016-10-18 16:20:00)",118.32087045730854
A,3,"[2016-10-18 16:20:00,2016-10-18 16:40:00)",117.56314620721616
A,3,"[2016-10-18 16:40:00,2016-10-18 17:00:00)",117.3724360904957
A,3,"[2016-10-19 06:00:00,2016-10-19 06:20:00)",109.61954613219432
A,3,"[2016-10-19 06:20:00,2016-10-19 06:40:00)",108.58133573589198
A,3,"[2016-10-19 06:40:00,2016-10-19 07:00:00)",113.76350653113545
A,3,"[2016-10-19 07:00:00,2016-10-19 07:20:00)",114.88239719340112
A,3,"[2016-10-19 07:20:00,2016-10-19 07:40:00)",114.8116721496083
A,3,"[2016-10-19 07:40:00,2016-10-19 08:00:00)",115.87106187298976
A,3,"[2016-10-19 15:00:00,2016-10-19 15:20:00)",113.36397598938896
A,3,"[2016-10-19 15:20:00,2016-10-19 15:40:00)",112.4970835479712
A,3,"[2016-10-19 15:40:00,2016-10-19 16:00:00)",114.58425695776573
A,3,"[2016-10-19 16:00:00,2016-10-19 16:20:00)",115.92741473667077
A,3,"[2016-10-19 16:20:00,2016-10-19 16:40:00)",114.95389955725594
A,3,"[2016-10-19 16:40:00,2016-10-19 17:00:00)",115.09600104111132
A,3,"[2016-10-20 06:00:00,2016-10-20 06:20:00)",109.31244418847865
A,3,"[2016-10-20 06:20:00,2016-10-20 06:40:00)",108.15037349973963
A,3,"[2016-10-20 06:40:00,2016-10-20 07:00:00)",108.31833434244606
A,3,"[2016-10-20 07:00:00,2016-10-20 07:20:00)",118.09199140195446
A,3,"[2016-10-20 07:20:00,2016-10-20 07:40:00)",118.68651927063266
A,3,"[2016-10-20 07:40:00,2016-10-20 08:00:00)",118.18131636788462
A,3,"[2016-10-20 15:00:00,2016-10-20 15:20:00)",113.94474124042922
A,3,"[2016-10-20 15:20:00,2016-10-20 15:40:00)",112.8544960459508
A,3,"[2016-10-20 15:40:00,2016-10-20 16:00:00)",120.07799581395324
A,3,"[2016-10-20 16:00:00,2016-10-20 16:20:00)",117.96832581366496
A,3,"[2016-10-20 16:20:00,2016-10-20 16:40:00)",116.81758852512549
A,3,"[2016-10-20 16:40:00,2016-10-20 17:00:00)",116.67746717615678
A,3,"[2016-10-21 06:00:00,2016-10-21 06:20:00)",110.94288701224234
A,3,"[2016-10-21 06:20:00,2016-10-21 06:40:00)",110.23497119917225
A,3,"[2016-10-21 06:40:00,2016-10-21 07:00:00)",110.3221943328414
A,3,"[2016-10-21 07:00:00,2016-10-21 07:20:00)",112.77914889683612
A,3,"[2016-10-21 07:20:00,2016-10-21 07:40:00)",112.41112937217788
A,3,"[2016-10-21 07:40:00,2016-10-21 08:00:00)",115.18396151343583
A,3,"[2016-10-21 15:00:00,2016-10-21 15:20:00)",114.15229371660004
A,3,"[2016-10-21 15:20:00,2016-10-21 15:40:00)",113.24186541018864
A,3,"[2016-10-21 15:40:00,2016-10-21 16:00:00)",117.68133955123176
A,3,"[2016-10-21 16:00:00,2016-10-21 16:20:00)",119.95357830162848
A,3,"[2016-10-21 16:20:00,2016-10-21 16:40:00)",119.2620719770632
A,3,"[2016-10-21 16:40:00,2016-10-21 17:00:00)",119.02050513749587
A,3,"[2016-10-22 06:00:00,2016-10-22 06:20:00)",105.16448367954993
A,3,"[2016-10-22 06:20:00,2016-10-22 06:40:00)",104.15813232716643
A,3,"[2016-10-22 06:40:00,2016-10-22 07:00:00)",102.43038682319965
A,3,"[2016-10-22 07:00:00,2016-10-22 07:20:00)",108.86735786906614
A,3,"[2016-10-22 07:20:00,2016-10-22 07:40:00)",108.97250547274324
A,3,"[2016-10-22 07:40:00,2016-10-22 08:00:00)",110.46800119335386
A,3,"[2016-10-22 15:00:00,2016-10-22 15:20:00)",110.32832703967523
A,3,"[2016-10-22 15:20:00,2016-10-22 15:40:00)",109.19922263709897
A,3,"[2016-10-22 15:40:00,2016-10-22 16:00:00)",114.6197737225558
A,3,"[2016-10-22 16:00:00,2016-10-22 16:20:00)",110.22086949159973
A,3,"[2016-10-22 16:20:00,2016-10-22 16:40:00)",110.25983572174756
A,3,"[2016-10-22 16:40:00,2016-10-22 17:00:00)",110.07199425339284
A,3,"[2016-10-23 06:00:00,2016-10-23 06:20:00)",107.30766999069493
A,3,"[2016-10-23 06:20:00,2016-10-23 06:40:00)",106.04490499254145
A,3,"[2016-10-23 06:40:00,2016-10-23 07:00:00)",102.43884100267435
A,3,"[2016-10-23 07:00:00,2016-10-23 07:20:00)",105.9976309768743
A,3,"[2016-10-23 07:20:00,2016-10-23 07:40:00)",104.95848045540683
A,3,"[2016-10-23 07:40:00,2016-10-23 08:00:00)",104.06142222727733
A,3,"[2016-10-23 15:00:00,2016-10-23 15:20:00)",113.2205359934396
A,3,"[2016-10-23 15:20:00,2016-10-23 15:40:00)",112.1458111590282
A,3,"[2016-10-23 15:40:00,2016-10-23 16:00:00)",123.48346998924966
A,3,"[2016-10-23 16:00:00,2016-10-23 16:20:00)",124.95182945982276
A,3,"[2016-10-23 16:20:00,2016-10-23 16:40:00)",123.68089839425028
A,3,"[2016-10-23 16:40:00,2016-10-23 17:00:00)",121.45307673088655
A,3,"[2016-10-24 06:00:00,2016-10-24 06:20:00)",103.78875711520438
A,3,"[2016-10-24 06:20:00,2016-10-24 06:40:00)",102.88339688335753
A,3,"[2016-10-24 06:40:00,2016-10-24 07:00:00)",112.10552745842195
A,3,"[2016-10-24 07:00:00,2016-10-24 07:20:00)",112.79861774413953
A,3,"[2016-10-24 07:20:00,2016-10-24 07:40:00)",113.26159523157054
A,3,"[2016-10-24 07:40:00,2016-10-24 08:00:00)",113.65135996701373
