time_window_start,sea_pressure,end_holiday,tollgate_id,neigh_2h_volume_avg,direction,before_holiday,pressure,after_holiday,minutes_diff_13,is_am,wind_direction,minutes_since_0,rel_humidity,wind_speed,temperature,holiday_len,time_window_end,volume,start_holiday,precipitation,neigh_2h_volume_std,gbdt_0,gbdt_1,gbdt_2,gbdt_3,gbdt_4
2016-09-19 06:00:00,1012.3,False,1,7.5,0,False,1007.4,True,420,False,12.0,360,56.0,6.2,26.8,0,2016-09-19 06:20:00,8.0,False,0.0,2.0615528128088303,-0.5069049427193768,-0.2020642517132055,-0.27834662849238273,0.1701478615777072,-0.06915512856899077
2016-09-19 06:20:00,1012.3,False,1,8.0,0,False,1007.4,True,440,False,12.0,380,56.0,6.2,26.8,0,2016-09-19 06:40:00,13.0,False,0.0,2.23606797749979,-0.5069049427193768,-0.20206425171320544,-0.2783466284923828,0.17014786157770745,-0.06915512856899086
2016-09-19 06:40:00,1012.3,False,1,8.5,0,False,1007.4,True,460,False,12.0,400,56.0,6.2,26.8,0,2016-09-19 07:00:00,32.0,False,0.0,2.8722813232690143,-0.8989126639559629,0.272798611230158,0.28285534220982056,-0.34094483738218917,0.6613301349297538
2016-09-19 07:00:00,1013.3,False,1,9.5,0,False,1008.3,True,360,False,351.0,420,72.0,5.3,23.8,0,2016-09-19 07:20:00,39.0,False,0.1,2.8722813232690143,-1.2753737383680603,0.6375558993008557,0.8020677143647933,-0.8263394172735382,0.5683152354490378
2016-09-19 07:20:00,1013.3,False,1,8.333333333333334,0,False,1008.3,True,380,False,351.0,440,72.0,5.3,23.8,0,2016-09-19 07:40:00,31.0,False,0.1,4.027681991198191,-1.3066959318516378,0.6931562773122122,0.8832553326590065,-0.8666057535380147,0.6752959877741328
2016-09-19 07:40:00,1013.3,False,1,9.0,0,False,1008.3,True,400,False,351.0,460,72.0,5.3,23.8,0,2016-09-19 08:00:00,43.0,False,0.1,3.559026084010437,-1.6497551005943922,1.0779887624504423,1.2656817442313268,-0.5825671858625516,0.7151936783054322
2016-09-19 08:00:00,1013.3,False,1,9.666666666666666,0,False,1008.3,True,300,False,351.0,480,72.0,5.3,23.8,0,2016-09-19 08:20:00,46.0,False,0.1,3.858612300930075,-1.7247423237609336,1.1539081924698475,1.3919121627040938,-0.6275127577447205,0.6515327816327269
2016-09-19 08:20:00,1013.3,False,1,9.333333333333334,0,False,1008.3,True,320,False,351.0,500,72.0,5.3,23.8,0,2016-09-19 08:40:00,56.0,False,0.1,3.901566636906542,-1.7247423237609332,1.1539081924698482,1.3919121627040936,-0.6275127577447206,0.6515327816327275
2016-09-19 08:40:00,1013.3,False,1,9.333333333333334,0,False,1008.3,True,340,False,351.0,520,72.0,5.3,23.8,0,2016-09-19 09:00:00,41.0,False,0.1,3.901566636906542,-1.7247423237609336,1.1539081924698473,1.3919121627040938,-0.6275127577447203,0.651532781632727
2016-09-19 09:00:00,1013.3,False,1,12.666666666666664,0,False,1008.3,True,240,False,351.0,540,72.0,5.3,23.8,0,2016-09-19 09:20:00,50.0,False,0.1,9.410396142328738,-1.5630374138931242,1.0542420713721226,1.4907961316316456,-0.4382594091503134,0.048367569161464424
2016-09-19 09:20:00,1013.3,False,1,18.83333333333333,0,False,1008.3,True,260,False,351.0,560,72.0,5.3,23.8,0,2016-09-19 09:40:00,49.0,False,0.1,12.130081981952507,-1.4822838362190554,0.9261266131856171,1.1823671857007687,-0.33802514803926953,-0.03722715100536672
2016-09-19 09:40:00,1013.3,False,1,22.66666666666667,0,False,1008.3,True,280,False,351.0,580,72.0,5.3,23.8,0,2016-09-19 10:00:00,44.0,False,0.1,11.728408057172787,-1.482283836219055,0.9261266131856175,1.182367185700769,-0.33802514803926953,-0.037227151005367
2016-09-19 15:00:00,1016.1,False,1,40.833333333333336,0,False,1011.1,True,120,True,18.0,900,80.0,2.6,21.4,0,2016-09-19 15:20:00,48.0,False,0.0,7.559026980299044,-1.563037413893123,1.0542420713721226,1.4907961316316458,-0.4382594091503136,0.04836756916146456
2016-09-19 15:20:00,1016.1,False,1,43.83333333333334,0,False,1011.1,True,140,True,18.0,920,80.0,2.6,21.4,0,2016-09-19 15:40:00,57.0,False,0.0,9.546668994413123,-1.5630374138931244,1.0542420713721226,1.490796131631646,-0.4382594091503134,0.04836756916146456
2016-09-19 15:40:00,1016.1,False,1,49.0,0,False,1011.1,True,160,True,18.0,940,80.0,2.6,21.4,0,2016-09-19 16:00:00,43.0,False,0.0,9.03696114115064,-1.5630374138931238,1.0542420713721226,1.4907961316316456,-0.4382594091503134,0.04836756916146471
2016-09-19 16:00:00,1016.1,False,1,52.16666666666666,0,False,1011.1,True,180,True,333.0,960,75.0,2.4,20.2,0,2016-09-19 16:20:00,42.0,False,0.0,6.066758241067097,-1.6881376418678387,1.1015906363255104,1.2298182366326658,-0.5996781546573698,0.714192728211209
2016-09-19 16:20:00,1016.1,False,1,53.83333333333334,0,False,1011.1,True,200,True,333.0,980,75.0,2.4,20.2,0,2016-09-19 16:40:00,46.0,False,0.0,5.177408189003024,-1.6881376418678393,1.1015906363255101,1.229818236632666,-0.59967815465737,0.7141927282112095
2016-09-19 16:40:00,1016.1,False,1,55.16666666666666,0,False,1011.1,True,220,True,333.0,1000,75.0,2.4,20.2,0,2016-09-19 17:00:00,55.0,False,0.0,3.077697552103232,-1.6881376418678387,1.101590636325511,1.2298182366326658,-0.5996781546573702,0.7141927282112093
2016-09-19 17:00:00,1016.1,False,1,55.0,0,False,1011.1,True,240,True,333.0,1020,75.0,2.4,20.2,0,2016-09-19 17:20:00,36.0,False,0.0,3.2145502536643185,-1.6881376418678389,1.1015906363255108,1.229818236632666,-0.5996781546573703,0.7141927282112095
2016-09-19 17:20:00,1016.1,False,1,53.5,0,False,1011.1,True,260,True,333.0,1040,75.0,2.4,20.2,0,2016-09-19 17:40:00,34.0,False,0.0,3.947573094109004,-1.3879804714937285,0.6937974183930254,0.5856534520488785,-0.5972716564453037,-0.19917789808767752
2016-09-19 17:40:00,1016.1,False,1,52.83333333333334,0,False,1011.1,True,280,True,333.0,1060,75.0,2.4,20.2,0,2016-09-19 18:00:00,24.0,False,0.0,2.793842435706702,-1.1749022563193638,0.4308765292526774,0.13665366772130072,-0.40856984274922714,-0.5808758798987372
2016-09-19 18:00:00,1016.1,False,1,51.16666666666666,0,False,1011.1,True,300,True,333.0,1080,75.0,2.4,20.2,0,2016-09-19 18:20:00,29.0,False,0.0,4.597704741377908,-1.1749022563193638,0.43087652925267717,0.1366536677213007,-0.4085698427492272,-0.5808758798987373
2016-09-19 18:20:00,1016.1,False,1,49.0,0,False,1011.1,True,320,True,333.0,1100,75.0,2.4,20.2,0,2016-09-19 18:40:00,27.0,False,0.0,5.291502622129181,-1.1749022563193643,0.4308765292526768,0.13665366772130064,-0.40856984274922664,-0.5808758798987375
2016-09-19 18:40:00,1016.1,False,1,48.0,0,False,1011.1,True,340,True,333.0,1120,75.0,2.4,20.2,0,2016-09-19 19:00:00,18.0,False,0.0,5.196152422706632,-1.174902256319364,0.4308765292526774,0.1366536677213006,-0.4085698427492272,-0.580875879898737
2016-09-20 06:00:00,1017.2,False,1,7.5,0,False,1012.2,False,420,False,7.0,360,43.0,4.6,26.9,0,2016-09-20 06:20:00,13.0,False,0.0,1.707825127659933,-0.5069049427193767,-0.2020642517132053,-0.27834662849238273,0.17014786157770734,-0.06915512856899086
2016-09-20 06:20:00,1017.2,False,1,8.333333333333334,0,False,1012.2,False,440,False,7.0,380,43.0,4.6,26.9,0,2016-09-20 06:40:00,20.0,False,0.0,1.9720265943665387,-0.5069049427193769,-0.2020642517132056,-0.27834662849238256,0.17014786157770745,-0.06915512856899084
2016-09-20 06:40:00,1017.2,False,1,8.166666666666666,0,False,1012.2,False,460,False,7.0,400,43.0,4.6,26.9,0,2016-09-20 07:00:00,29.0,False,0.0,1.950783318453271,-0.8989126639559629,0.2727986112301577,0.2828553422098205,-0.3409448373821888,0.6613301349297535
2016-09-20 07:00:00,1017.6,False,1,9.5,0,False,1012.6,False,360,False,11.0,420,42.0,4.5,25.4,0,2016-09-20 07:20:00,38.0,False,0.0,3.0956959368344514,-1.2753737383680597,0.6375558993008557,0.8020677143647935,-0.8263394172735388,0.5683152354490378
2016-09-20 07:20:00,1017.6,False,1,9.333333333333334,0,False,1012.6,False,380,False,11.0,440,42.0,4.5,25.4,0,2016-09-20 07:40:00,30.0,False,0.0,3.0912061651652345,-1.3816831550181774,0.7690757073316188,1.0094857511317736,-0.9115513254201846,0.6116350911014287
2016-09-20 07:40:00,1017.6,False,1,8.666666666666666,0,False,1012.6,False,400,False,11.0,460,42.0,4.5,25.4,0,2016-09-20 08:00:00,31.0,False,0.0,3.6817870057290873,-1.6497551005943927,1.077988762450442,1.2656817442313266,-0.5825671858625514,0.7151936783054319
2016-09-20 08:00:00,1017.6,False,1,9.5,0,False,1012.6,False,300,False,11.0,480,42.0,4.5,25.4,0,2016-09-20 08:20:00,53.0,False,0.0,3.304037933599835,-1.7247423237609332,1.1539081924698473,1.3919121627040931,-0.6275127577447203,0.6515327816327272
2016-09-20 08:20:00,1017.6,False,1,9.833333333333334,0,False,1012.6,False,320,False,11.0,500,42.0,4.5,25.4,0,2016-09-20 08:40:00,50.0,False,0.0,3.531603350069515,-1.7247423237609336,1.1539081924698475,1.3919121627040938,-0.6275127577447199,0.651532781632727
2016-09-20 08:40:00,1017.6,False,1,11.833333333333336,0,False,1012.6,False,340,False,11.0,520,42.0,4.5,25.4,0,2016-09-20 09:00:00,45.0,False,0.0,5.013869652163773,-1.7247423237609334,1.153908192469848,1.3919121627040936,-0.6275127577447205,0.6515327816327271
2016-09-20 09:00:00,1017.6,False,1,14.166666666666664,0,False,1012.6,False,240,False,11.0,540,42.0,4.5,25.4,0,2016-09-20 09:20:00,51.0,False,0.0,8.19383236885457,-1.5630374138931242,1.0542420713721223,1.4907961316316456,-0.43825940915031325,0.048367569161464286
2016-09-20 09:20:00,1017.6,False,1,19.0,0,False,1012.6,False,260,False,11.0,560,42.0,4.5,25.4,0,2016-09-20 09:40:00,68.0,False,0.0,11.575836902790224,-1.4822838362190554,0.9261266131856175,1.1823671857007687,-0.33802514803926936,-0.03722715100536686
2016-09-20 09:40:00,1017.6,False,1,23.33333333333333,0,False,1012.6,False,280,False,11.0,580,42.0,4.5,25.4,0,2016-09-20 10:00:00,59.0,False,0.0,9.89388138643722,-1.5630374138931233,1.0542420713721226,1.4907961316316458,-0.43825940915031325,0.048367569161464286
2016-09-20 15:00:00,1019.0,False,1,60.16666666666666,0,False,1014.0,False,120,True,326.0,900,65.0,2.2,20.5,0,2016-09-20 15:20:00,71.0,False,0.0,8.19383236885457,-1.5630374138931244,1.0542420713721226,1.4907961316316458,-0.4382594091503134,0.04836756916146456
2016-09-20 15:20:00,1019.0,False,1,67.0,0,False,1014.0,False,140,True,326.0,920,65.0,2.2,20.5,0,2016-09-20 15:40:00,64.0,False,0.0,16.041612554021285,-1.4822838362190554,0.9261266131856175,1.1823671857007687,-0.33802514803926953,-0.03722715100536672
2016-09-20 15:40:00,1019.0,False,1,70.0,0,False,1014.0,False,160,True,326.0,940,65.0,2.2,20.5,0,2016-09-20 16:00:00,73.0,False,0.0,16.862186493255653,-1.3875831158598773,0.8348744204792558,1.0279653938387143,-0.27589490053657484,-0.02344560878211489
2016-09-20 16:00:00,1018.8,False,1,75.66666666666667,0,False,1013.8,False,180,True,327.0,960,74.0,1.4,19.4,0,2016-09-20 16:20:00,48.0,False,0.0,14.772346537440225,-1.4456791543259613,0.8738090570412794,1.0202732596293405,-0.31019054495191994,0.02543279557311496
2016-09-20 16:20:00,1018.8,False,1,80.33333333333333,0,False,1013.8,False,200,True,327.0,980,74.0,1.4,19.4,0,2016-09-20 16:40:00,57.0,False,0.0,10.749676997731399,-1.3552985775165878,0.7403654042744909,0.6045773872062731,-0.2223585628628629,0.13366796012470653
2016-09-20 16:40:00,1018.8,False,1,85.0,0,False,1013.8,False,220,True,327.0,1000,74.0,1.4,19.4,0,2016-09-20 17:00:00,48.0,False,0.0,7.302967433402215,-1.1099225930389545,0.4490302406831051,0.1333864383451658,-0.31365123494832814,-0.24641996285636958
2016-09-20 17:00:00,1018.8,False,1,83.66666666666667,0,False,1013.8,False,240,True,327.0,1020,74.0,1.4,19.4,0,2016-09-20 17:20:00,38.0,False,0.0,9.428090415820634,-1.0935933026135294,0.4036281713805473,0.09093560075844767,-0.2964943773179342,-0.3198955080830398
2016-09-20 17:20:00,1018.8,False,1,79.16666666666667,0,False,1013.8,False,260,True,327.0,1040,74.0,1.4,19.4,0,2016-09-20 17:40:00,42.0,False,0.0,7.8191360704932675,-1.096458766020196,0.41171380313646866,0.3133224004741831,-0.29843955441070064,-0.8045100397995385
2016-09-20 17:40:00,1018.8,False,1,76.16666666666667,0,False,1013.8,False,280,True,327.0,1060,74.0,1.4,19.4,0,2016-09-20 18:00:00,38.0,False,0.0,9.441339358845699,-0.9968680560261294,0.2858083388523939,0.1930867990621351,-0.20215963652442612,-1.2575166375966709
2016-09-20 18:00:00,1018.8,False,1,74.33333333333333,0,False,1013.8,False,300,True,327.0,1080,74.0,1.4,19.4,0,2016-09-20 18:20:00,26.0,False,0.0,8.787617550976044,-0.9968680560261294,0.2858083388523939,0.1930867990621351,-0.20215963652442623,-1.2575166375966704
2016-09-20 18:20:00,1018.8,False,1,68.83333333333333,0,False,1013.8,False,320,True,327.0,1100,74.0,1.4,19.4,0,2016-09-20 18:40:00,29.0,False,0.0,12.455476261022255,-1.0118314974947293,0.2822469228213768,0.11706409326194268,-0.19733199742860977,-1.1696085897726483
2016-09-20 18:40:00,1018.8,False,1,63.33333333333334,0,False,1013.8,False,340,True,327.0,1120,74.0,1.4,19.4,0,2016-09-20 19:00:00,20.0,False,0.0,8.576453553512405,-0.9968680560261294,0.28580833885239415,0.19308679906213544,-0.2021596365244263,-1.2575166375966704
2016-09-21 06:00:00,1018.1,False,1,7.166666666666668,0,False,1013.1,False,420,False,328.0,360,56.0,3.0,26.2,0,2016-09-21 06:20:00,36.0,False,0.0,2.0344259359556167,-0.5069049427193769,-0.2020642517132053,-0.27834662849238273,0.17014786157770706,-0.06915512856899063
2016-09-21 06:20:00,1018.1,False,1,8.833333333333334,0,False,1013.1,False,440,False,328.0,380,56.0,3.0,26.2,0,2016-09-21 06:40:00,41.0,False,0.0,3.7601713908928263,-0.506904942719377,-0.2020642517132056,-0.27834662849238273,0.1701478615777075,-0.06915512856899086
2016-09-21 06:40:00,1018.1,False,1,9.5,0,False,1013.1,False,460,False,328.0,400,56.0,3.0,26.2,0,2016-09-21 07:00:00,75.0,False,0.0,4.232808366400098,-0.9738998871225025,0.3487180412495638,0.4090857606825869,-0.3858904092643575,0.5976692382570491
2016-09-21 07:00:00,1018.2,False,1,10.333333333333334,0,False,1013.2,False,360,False,348.0,420,67.0,1.5,24.9,0,2016-09-21 07:20:00,78.0,False,0.0,3.9440531887330765,-1.2753737383680592,0.6375558993008563,0.8020677143647932,-0.8263394172735391,0.568315235449038
