tollgate_id,time_window,direction,volume
1,"[2016-10-18 06:00:00,2016-10-18 06:20:00)",0,26.29581069638413
1,"[2016-10-18 06:20:00,2016-10-18 06:40:00)",0,26.32398424050131
1,"[2016-10-18 06:40:00,2016-10-18 07:00:00)",0,29.263507833821393
1,"[2016-10-18 07:00:00,2016-10-18 07:20:00)",0,32.23110186442278
1,"[2016-10-18 07:20:00,2016-10-18 07:40:00)",0,33.470092177283675
1,"[2016-10-18 07:40:00,2016-10-18 08:00:00)",0,35.419944691826814
1,"[2016-10-18 15:00:00,2016-10-18 15:20:00)",0,50.4755304182938
1,"[2016-10-18 15:20:00,2016-10-18 15:40:00)",0,48.25531445988686
1,"[2016-10-18 15:40:00,2016-10-18 16:00:00)",0,46.95696040783471
1,"[2016-10-18 16:00:00,2016-10-18 16:20:00)",0,48.252587336995745
1,"[2016-10-18 16:20:00,2016-10-18 16:40:00)",0,44.57666462976661
1,"[2016-10-18 16:40:00,2016-10-18 17:00:00)",0,43.32518320343055
1,"[2016-10-19 06:00:00,2016-10-19 06:20:00)",0,25.456592880216853
1,"[2016-10-19 06:20:00,2016-10-19 06:40:00)",0,25.87648682482149
1,"[2016-10-19 06:40:00,2016-10-19 07:00:00)",0,28.71656239673466
1,"[2016-10-19 07:00:00,2016-10-19 07:20:00)",0,31.726253552703707
1,"[2016-10-19 07:20:00,2016-10-19 07:40:00)",0,33.00612663972343
1,"[2016-10-19 07:40:00,2016-10-19 08:00:00)",0,35.2346669928576
1,"[2016-10-19 15:00:00,2016-10-19 15:20:00)",0,50.731945087033175
1,"[2016-10-19 15:20:00,2016-10-19 15:40:00)",0,48.84831211963779
1,"[2016-10-19 15:40:00,2016-10-19 16:00:00)",0,47.66521633245008
1,"[2016-10-19 16:00:00,2016-10-19 16:20:00)",0,49.45253884658598
1,"[2016-10-19 16:20:00,2016-10-19 16:40:00)",0,46.275182491698416
1,"[2016-10-19 16:40:00,2016-10-19 17:00:00)",0,44.33086569093203
1,"[2016-10-20 06:00:00,2016-10-20 06:20:00)",0,25.735238324284744
1,"[2016-10-20 06:20:00,2016-10-20 06:40:00)",0,26.100449210071787
1,"[2016-10-20 06:40:00,2016-10-20 07:00:00)",0,29.117222643158982
1,"[2016-10-20 07:00:00,2016-10-20 07:20:00)",0,32.67237792801268
1,"[2016-10-20 07:20:00,2016-10-20 07:40:00)",0,33.92616587081179
1,"[2016-10-20 07:40:00,2016-10-20 08:00:00)",0,36.03546489434514
1,"[2016-10-20 15:00:00,2016-10-20 15:20:00)",0,51.400279604827816
1,"[2016-10-20 15:20:00,2016-10-20 15:40:00)",0,49.23033289021356
1,"[2016-10-20 15:40:00,2016-10-20 16:00:00)",0,48.2184545055464
1,"[2016-10-20 16:00:00,2016-10-20 16:20:00)",0,49.71501547633353
1,"[2016-10-20 16:20:00,2016-10-20 16:40:00)",0,46.49431695926147
1,"[2016-10-20 16:40:00,2016-10-20 17:00:00)",0,44.93131568485711
1,"[2016-10-21 06:00:00,2016-10-21 06:20:00)",0,28.5828202828311
1,"[2016-10-21 06:20:00,2016-10-21 06:40:00)",0,28.80037834660807
1,"[2016-10-21 06:40:00,2016-10-21 07:00:00)",0,30.931894554811727
1,"[2016-10-21 07:00:00,2016-10-21 07:20:00)",0,35.10830630141848
1,"[2016-10-21 07:20:00,2016-10-21 07:40:00)",0,36.265766792344294
1,"[2016-10-21 07:40:00,2016-10-21 08:00:00)",0,38.04050682499549
1,"[2016-10-21 15:00:00,2016-10-21 15:20:00)",0,52.546420599743996
1,"[2016-10-21 15:20:00,2016-10-21 15:40:00)",0,50.69020181912401
1,"[2016-10-21 15:40:00,2016-10-21 16:00:00)",0,50.27338268523687
1,"[2016-10-21 16:00:00,2016-10-21 16:20:00)",0,51.46068155529486
1,"[2016-10-21 16:20:00,2016-10-21 16:40:00)",0,48.512069157526426
1,"[2016-10-21 16:40:00,2016-10-21 17:00:00)",0,46.64699752563125
1,"[2016-10-22 06:00:00,2016-10-22 06:20:00)",0,32.510560619797204
1,"[2016-10-22 06:20:00,2016-10-22 06:40:00)",0,32.67896270812142
1,"[2016-10-22 06:40:00,2016-10-22 07:00:00)",0,34.3203929481713
1,"[2016-10-22 07:00:00,2016-10-22 07:20:00)",0,38.00950837854222
1,"[2016-10-22 07:20:00,2016-10-22 07:40:00)",0,39.13826688422869
1,"[2016-10-22 07:40:00,2016-10-22 08:00:00)",0,39.90097935045932
1,"[2016-10-22 15:00:00,2016-10-22 15:20:00)",0,55.016652579640656
1,"[2016-10-22 15:20:00,2016-10-22 15:40:00)",0,53.04456402032806
1,"[2016-10-22 15:40:00,2016-10-22 16:00:00)",0,53.34609089663864
1,"[2016-10-22 16:00:00,2016-10-22 16:20:00)",0,54.80986335483396
1,"[2016-10-22 16:20:00,2016-10-22 16:40:00)",0,52.00238834907689
1,"[2016-10-22 16:40:00,2016-10-22 17:00:00)",0,50.553222440020434
1,"[2016-10-23 06:00:00,2016-10-23 06:20:00)",0,31.30435980120903
1,"[2016-10-23 06:20:00,2016-10-23 06:40:00)",0,31.479276710693203
1,"[2016-10-23 06:40:00,2016-10-23 07:00:00)",0,33.932979514729254
1,"[2016-10-23 07:00:00,2016-10-23 07:20:00)",0,37.7773732630741
1,"[2016-10-23 07:20:00,2016-10-23 07:40:00)",0,39.0170301678228
1,"[2016-10-23 07:40:00,2016-10-23 08:00:00)",0,40.55971891399781
1,"[2016-10-23 15:00:00,2016-10-23 15:20:00)",0,55.00577087683294
1,"[2016-10-23 15:20:00,2016-10-23 15:40:00)",0,52.958049722525175
1,"[2016-10-23 15:40:00,2016-10-23 16:00:00)",0,53.13303983327388
1,"[2016-10-23 16:00:00,2016-10-23 16:20:00)",0,54.01045651993864
1,"[2016-10-23 16:20:00,2016-10-23 16:40:00)",0,51.01993226267695
1,"[2016-10-23 16:40:00,2016-10-23 17:00:00)",0,49.216980306935994
1,"[2016-10-24 06:00:00,2016-10-24 06:20:00)",0,28.04437890471707
1,"[2016-10-24 06:20:00,2016-10-24 06:40:00)",0,28.106903624358168
1,"[2016-10-24 06:40:00,2016-10-24 07:00:00)",0,31.37274715788091
1,"[2016-10-24 07:00:00,2016-10-24 07:20:00)",0,34.02122632248491
1,"[2016-10-24 07:20:00,2016-10-24 07:40:00)",0,35.266109065728514
1,"[2016-10-24 07:40:00,2016-10-24 08:00:00)",0,37.227439206942904
1,"[2016-10-24 15:00:00,2016-10-24 15:20:00)",0,50.18534009423405
1,"[2016-10-24 15:20:00,2016-10-24 15:40:00)",0,48.352954102599384
1,"[2016-10-24 15:40:00,2016-10-24 16:00:00)",0,48.193976898944264
1,"[2016-10-24 16:00:00,2016-10-24 16:20:00)",0,50.06224191349811
1,"[2016-10-24 16:20:00,2016-10-24 16:40:00)",0,47.016722934043685
1,"[2016-10-24 16:40:00,2016-10-24 17:00:00)",0,44.92491495343178
1,"[2016-10-18 06:00:00,2016-10-18 06:20:00)",1,56.5556972830547
1,"[2016-10-18 06:20:00,2016-10-18 06:40:00)",1,58.51967763519569
1,"[2016-10-18 06:40:00,2016-10-18 07:00:00)",1,57.81424359564762
1,"[2016-10-18 07:00:00,2016-10-18 07:20:00)",1,59.09522675716478
1,"[2016-10-18 07:20:00,2016-10-18 07:40:00)",1,72.93279411328811
1,"[2016-10-18 07:40:00,2016-10-18 08:00:00)",1,81.84582178897253
1,"[2016-10-18 15:00:00,2016-10-18 15:20:00)",1,90.53822936297897
1,"[2016-10-18 15:20:00,2016-10-18 15:40:00)",1,91.02048394947116
1,"[2016-10-18 15:40:00,2016-10-18 16:00:00)",1,91.50557806336916
1,"[2016-10-18 16:00:00,2016-10-18 16:20:00)",1,89.56366852261722
1,"[2016-10-18 16:20:00,2016-10-18 16:40:00)",1,89.5636685226172
1,"[2016-10-18 16:40:00,2016-10-18 17:00:00)",1,91.97039570602382
1,"[2016-10-19 06:00:00,2016-10-19 06:20:00)",1,53.056211511389236
1,"[2016-10-19 06:20:00,2016-10-19 06:40:00)",1,54.89858217345988
1,"[2016-10-19 06:40:00,2016-10-19 07:00:00)",1,54.690590648092424
1,"[2016-10-19 07:00:00,2016-10-19 07:20:00)",1,55.747324216722156
1,"[2016-10-19 07:20:00,2016-10-19 07:40:00)",1,70.15250211458869
1,"[2016-10-19 07:40:00,2016-10-19 08:00:00)",1,79.3070927574511
1,"[2016-10-19 15:00:00,2016-10-19 15:20:00)",1,88.45793680991417
1,"[2016-10-19 15:20:00,2016-10-19 15:40:00)",1,88.98317843839038
1,"[2016-10-19 15:40:00,2016-10-19 16:00:00)",1,89.51388604348925
1,"[2016-10-19 16:00:00,2016-10-19 16:20:00)",1,87.44737130505273
1,"[2016-10-19 16:20:00,2016-10-19 16:40:00)",1,87.44737130505273
1,"[2016-10-19 16:40:00,2016-10-19 17:00:00)",1,89.91998856319141
1,"[2016-10-20 06:00:00,2016-10-20 06:20:00)",1,49.77958838432777
1,"[2016-10-20 06:20:00,2016-10-20 06:40:00)",1,51.59848984122397
1,"[2016-10-20 06:40:00,2016-10-20 07:00:00)",1,51.08319845205744
1,"[2016-10-20 07:00:00,2016-10-20 07:20:00)",1,52.246279649228285
1,"[2016-10-20 07:20:00,2016-10-20 07:40:00)",1,73.58533390808638
1,"[2016-10-20 07:40:00,2016-10-20 08:00:00)",1,83.17426962336563
1,"[2016-10-20 15:00:00,2016-10-20 15:20:00)",1,85.22974323562646
1,"[2016-10-20 15:20:00,2016-10-20 15:40:00)",1,85.78843090968394
1,"[2016-10-20 15:40:00,2016-10-20 16:00:00)",1,86.35588840114495
1,"[2016-10-20 16:00:00,2016-10-20 16:20:00)",1,84.93061270530839
1,"[2016-10-20 16:20:00,2016-10-20 16:40:00)",1,84.9306127053084
1,"[2016-10-20 16:40:00,2016-10-20 17:00:00)",1,87.4560053091235
1,"[2016-10-21 06:00:00,2016-10-21 06:20:00)",1,56.236629499795455
1,"[2016-10-21 06:20:00,2016-10-21 06:40:00)",1,57.659744920145826
1,"[2016-10-21 06:40:00,2016-10-21 07:00:00)",1,57.6710741944702
1,"[2016-10-21 07:00:00,2016-10-21 07:20:00)",1,58.31388010924585
1,"[2016-10-21 07:20:00,2016-10-21 07:40:00)",1,69.76027784719643
1,"[2016-10-21 07:40:00,2016-10-21 08:00:00)",1,77.09567145069168
1,"[2016-10-21 15:00:00,2016-10-21 15:20:00)",1,85.46664899479278
1,"[2016-10-21 15:20:00,2016-10-21 15:40:00)",1,85.94531884981443
1,"[2016-10-21 15:40:00,2016-10-21 16:00:00)",1,86.43075177180779
1,"[2016-10-21 16:00:00,2016-10-21 16:20:00)",1,85.58893159679005
