intersection_id,tollgate_id,time_window_start,time_window_end,avg_travel_time,travel_time,vehicles,extracost1,extracost2
A,2,2016-07-19 00:20:00,2016-07-19 00:40:00,58.05,0.0,1,0.2399999999999949,0.2399999999999949
A,2,2016-07-19 01:20:00,2016-07-19 01:40:00,56.870000000000005,24.89015869776647,2,-0.37999999999998835,-0.18999999999999417
A,2,2016-07-19 01:40:00,2016-07-19 02:00:00,77.74,48.3596660451662,3,-0.12000000000001171,0.06999999999998607
A,2,2016-07-19 02:20:00,2016-07-19 02:40:00,42.64,0.0,1,0.2299999999999969,0.2299999999999969
A,2,2016-07-19 02:40:00,2016-07-19 03:00:00,40.17333333333334,11.050096530498426,3,0.5800000000000125,0.0899999999999963
A,2,2016-07-19 03:20:00,2016-07-19 03:40:00,41.92,3.351686142824237,2,0.5500000000000043,0.27500000000000213
A,2,2016-07-19 03:40:00,2016-07-19 04:00:00,39.43,16.345277605473697,3,-0.6500000000000057,-0.10000000000000142
A,2,2016-07-19 04:00:00,2016-07-19 04:20:00,48.129999999999995,4.607255148133212,3,-1.5899999999999963,-0.7899999999999991
A,2,2016-07-19 04:20:00,2016-07-19 04:40:00,62.10666666666666,15.761958846116388,6,1.6200000000000045,0.3400000000000034
A,2,2016-07-19 04:40:00,2016-07-19 05:00:00,46.115,0.7424621202458729,2,0.12999999999999545,0.06499999999999773
A,2,2016-07-19 05:00:00,2016-07-19 05:20:00,49.556,10.402183905315265,5,0.869999999999969,0.01999999999998892
A,2,2016-07-19 05:20:00,2016-07-19 05:40:00,54.839999999999996,18.597040983267558,7,2.7199999999999847,0.4299999999999997
A,2,2016-07-19 05:40:00,2016-07-19 06:00:00,58.08428571428571,15.878932433828643,7,-1.4199999999999875,-0.25
A,2,2016-07-19 06:00:00,2016-07-19 06:20:00,46.35600000000001,16.2060152412615,5,1.0800000000000125,0.4200000000000017
A,2,2016-07-19 06:20:00,2016-07-19 06:40:00,48.588,14.369908489618156,5,0.42999999999999616,0.0899999999999963
A,2,2016-07-19 06:40:00,2016-07-19 07:00:00,66.6425,30.791465770335037,8,-0.5100000000000194,-0.07500000000000284
A,2,2016-07-19 07:00:00,2016-07-19 07:20:00,64.681,32.78203520561563,10,-0.4400000000000155,-0.03499999999999659
A,2,2016-07-19 07:20:00,2016-07-19 07:40:00,85.676,27.8861328341605,10,-2.1099999999999923,-0.264999999999997
A,2,2016-07-19 07:40:00,2016-07-19 08:00:00,58.96888888888889,10.244100063505394,9,4.040000000000028,0.5200000000000244
A,2,2016-07-19 08:00:00,2016-07-19 08:20:00,81.60285714285715,33.722871359764916,14,0.25000000000005684,-0.050000000000000704
A,2,2016-07-19 08:20:00,2016-07-19 08:40:00,80.20785714285714,24.033280187968654,14,4.189999999999955,0.23999999999999844
