tollgate_id,time_window,direction,volume
1,"[2016-10-18 06:00:00,2016-10-18 06:20:00)",0,9.241412743393314
1,"[2016-10-18 06:20:00,2016-10-18 06:40:00)",0,13.051605374787673
1,"[2016-10-18 06:40:00,2016-10-18 07:00:00)",0,23.11315082456257
1,"[2016-10-18 07:00:00,2016-10-18 07:20:00)",0,36.23633964729015
1,"[2016-10-18 07:20:00,2016-10-18 07:40:00)",0,45.022245587567255
1,"[2016-10-18 07:40:00,2016-10-18 08:00:00)",0,50.40411987036447
1,"[2016-10-18 15:00:00,2016-10-18 15:20:00)",0,48.14676063745526
1,"[2016-10-18 15:20:00,2016-10-18 15:40:00)",0,47.80764722073261
1,"[2016-10-18 15:40:00,2016-10-18 16:00:00)",0,48.91128259815575
1,"[2016-10-18 16:00:00,2016-10-18 16:20:00)",0,54.66041969027657
1,"[2016-10-18 16:20:00,2016-10-18 16:40:00)",0,54.002016904536134
1,"[2016-10-18 16:40:00,2016-10-18 17:00:00)",0,48.100777461862066
1,"[2016-10-19 06:00:00,2016-10-19 06:20:00)",0,12.874253662175764
1,"[2016-10-19 06:20:00,2016-10-19 06:40:00)",0,19.133154849919865
1,"[2016-10-19 06:40:00,2016-10-19 07:00:00)",0,25.488708823374658
1,"[2016-10-19 07:00:00,2016-10-19 07:20:00)",0,32.591222839658684
1,"[2016-10-19 07:20:00,2016-10-19 07:40:00)",0,42.81424637444158
1,"[2016-10-19 07:40:00,2016-10-19 08:00:00)",0,45.516208222661916
1,"[2016-10-19 15:00:00,2016-10-19 15:20:00)",0,53.48037752536821
1,"[2016-10-19 15:20:00,2016-10-19 15:40:00)",0,52.45862209828167
1,"[2016-10-19 15:40:00,2016-10-19 16:00:00)",0,51.75936543850655
1,"[2016-10-19 16:00:00,2016-10-19 16:20:00)",0,60.07678022195817
1,"[2016-10-19 16:20:00,2016-10-19 16:40:00)",0,58.55249941905824
1,"[2016-10-19 16:40:00,2016-10-19 17:00:00)",0,57.009422759086114
1,"[2016-10-20 06:00:00,2016-10-20 06:20:00)",0,11.047159265494138
1,"[2016-10-20 06:20:00,2016-10-20 06:40:00)",0,16.09785437124828
1,"[2016-10-20 06:40:00,2016-10-20 07:00:00)",0,26.11755121496249
1,"[2016-10-20 07:00:00,2016-10-20 07:20:00)",0,36.13806171733533
1,"[2016-10-20 07:20:00,2016-10-20 07:40:00)",0,46.17886966939607
1,"[2016-10-20 07:40:00,2016-10-20 08:00:00)",0,48.07697042183942
1,"[2016-10-20 15:00:00,2016-10-20 15:20:00)",0,54.4842258707029
1,"[2016-10-20 15:20:00,2016-10-20 15:40:00)",0,55.15369835023693
1,"[2016-10-20 15:40:00,2016-10-20 16:00:00)",0,53.25147358954367
1,"[2016-10-20 16:00:00,2016-10-20 16:20:00)",0,56.31817996106344
1,"[2016-10-20 16:20:00,2016-10-20 16:40:00)",0,55.29646381069558
1,"[2016-10-20 16:40:00,2016-10-20 17:00:00)",0,50.854692159524625
1,"[2016-10-21 06:00:00,2016-10-21 06:20:00)",0,21.666879864178263
1,"[2016-10-21 06:20:00,2016-10-21 06:40:00)",0,27.669679105588042
1,"[2016-10-21 06:40:00,2016-10-21 07:00:00)",0,26.35139385123327
1,"[2016-10-21 07:00:00,2016-10-21 07:20:00)",0,35.18371848325482
1,"[2016-10-21 07:20:00,2016-10-21 07:40:00)",0,46.90565404084094
1,"[2016-10-21 07:40:00,2016-10-21 08:00:00)",0,55.77054199022662
1,"[2016-10-21 15:00:00,2016-10-21 15:20:00)",0,61.883924137805735
1,"[2016-10-21 15:20:00,2016-10-21 15:40:00)",0,60.11089192929749
1,"[2016-10-21 15:40:00,2016-10-21 16:00:00)",0,64.91980708590658
1,"[2016-10-21 16:00:00,2016-10-21 16:20:00)",0,71.34897434829651
1,"[2016-10-21 16:20:00,2016-10-21 16:40:00)",0,69.68201423161105
1,"[2016-10-21 16:40:00,2016-10-21 17:00:00)",0,64.3870267242859
1,"[2016-10-22 06:00:00,2016-10-22 06:20:00)",0,26.216527461002016
1,"[2016-10-22 06:20:00,2016-10-22 06:40:00)",0,33.85908371914371
1,"[2016-10-22 06:40:00,2016-10-22 07:00:00)",0,23.567321081343124
1,"[2016-10-22 07:00:00,2016-10-22 07:20:00)",0,33.60955370076263
1,"[2016-10-22 07:20:00,2016-10-22 07:40:00)",0,37.852414954276774
1,"[2016-10-22 07:40:00,2016-10-22 08:00:00)",0,47.34842083081872
1,"[2016-10-22 15:00:00,2016-10-22 15:20:00)",0,56.84722798107969
1,"[2016-10-22 15:20:00,2016-10-22 15:40:00)",0,54.95023322086418
1,"[2016-10-22 15:40:00,2016-10-22 16:00:00)",0,58.39152028575572
