time_window_start,time_window_end,intersection_id,tollgate_id,avg_travel_time,minutes_since_0,neigh_2h_extracost1_std,sea_pressure,neigh_2h_travel_time_avg,neigh_2h_vehicles_avg,surprise3,neigh_2h_travel_time_std,holiday_len,before_holiday,start_holiday,neigh_2h_extracost2_std,neigh_2h_extracost1_avg,surprise2,neigh_2h_avg_travel_time_std,wind_direction,rel_humidity,neigh_2h_vehicles_std,after_holiday,is_am_min_diff_13,neigh_2h_avg_travel_time_avg,end_holiday,temperature,minutes_diff_13,surprise1,precipitation,is_am,neigh_2h_extracost2_avg,pressure,wind_speed,gbdt_0,gbdt_1,gbdt_2,gbdt_3,gbdt_4,gbdt_5,gbdt_6,gbdt_7,tsv
2016-07-19 06:40:00,2016-07-19 07:00:00,A,2,66.6425,-0.9345794392523364,0.0262764441902219,,-0.7869737134063101,,,-0.4765395105596908,,0.0,,,,-1.125,,0.2586027111574557,-0.4074074074074074,-0.3717212209436651,,,,,0.5882352941176471,,0.0,0.0,,-0.3061000470440838,,,1.274617257705235,-1.072916316972451,,0.2095916493731773,0.00199333597576699,,0.1325099272124849,,-0.7808093786870024
2016-07-19 08:00:00,2016-07-19 08:20:00,A,2,81.60285714285716,-0.7850467289719626,0.27835984297622635,,-0.7389698907934416,,,-0.3785229054798209,,0.0,,,,-0.125,,0.1710114702815433,-0.2222222222222222,-0.09799632090222107,,,,,0.5529411764705882,,0.0,0.0,,-0.2596832366316771,,,0.11156577545302396,0.7655126410434969,,1.076198274072926,1.485364558238902,,-0.6270267869360842,,0.8049523814458871
2016-07-19 08:20:00,2016-07-19 08:40:00,A,2,80.20785714285714,-0.7476635514018691,0.1227183632086957,,-0.6192390549141581,,,-0.4246006149869814,,0.0,,,,-0.25,,0.1710114702815433,-0.2222222222222222,-0.2034792230366821,,,,,0.5529411764705882,,0.0,0.0,,1.2582719146934271,,,-0.11612387592546615,0.5097028527762433,,0.457264309226185,1.4812552402974783,,-0.7103405199583633,,1.9593257716644448
2016-07-19 09:20:00,2016-07-19 09:40:00,A,2,69.03833333333334,-0.6355140186915887,0.15302221897879628,,-0.09240004578123052,,,-0.2851852379785059,,0.0,,,,0.125,,0.1710114702815433,-0.2222222222222222,-0.1876075320168344,,,,,0.5529411764705882,,0.0,0.0,,0.7000156813548648,,,0.1115657754530238,0.7655126410434966,,1.0761982740729268,1.485364558238903,,-0.6270267869360839,,1.0177202251229869
2016-07-19 15:20:00,2016-07-19 15:40:00,A,2,72.314,0.037383177570093455,-0.0910350923791308,,-0.07465777572175268,,,-0.07213249033240529,,0.0,,,,0.875,,0.10427528675703858,0.1851851851851852,0.6136090360843077,,,,,0.2588235294117646,,0.0,0.0,,-0.5482201662223863,,,-0.5024866095540602,0.6746598629167215,,-0.6770656157851639,-0.5353985902082095,,0.3729732130639162,,0.35629006448791195
2016-07-19 16:00:00,2016-07-19 16:20:00,A,2,59.6375,0.11214953271028036,-0.07819946193010427,,0.07305323702675752,,,-0.26798089470696096,,0.0,,,,0.625,,0.08759124087591241,0.4814814814814815,-0.35800953285332066,,,,,0.1058823529411763,,0.0,0.0,,-0.8053943860749887,,,-0.5024866095540595,0.6746598629167218,,-0.6770656157851642,-0.5353985902082092,,0.3729732130639164,,-0.06601937312928755
2016-07-19 16:40:00,2016-07-19 17:00:00,A,2,61.60090909090909,0.18691588785046728,0.0067481065332483615,,0.08056101533880795,,,-0.3919576754934378,,0.0,,,,0.375,,0.08759124087591241,0.4814814814814815,-0.35800953285332066,,,,,0.1058823529411763,,0.0,0.0,,-0.24086561078878985,,,-0.5684504220322113,0.5662341852396698,,-0.8564101303254477,-0.3223855868913236,,0.5302227567961489,,0.0015177640744493204
2016-07-19 17:00:00,2016-07-19 17:20:00,A,2,105.39166666666664,0.22429906542056074,0.02439834808654733,,0.1840648888511066,,,-0.4756316925248444,,0.0,,,,0.25,,0.08759124087591241,0.4814814814814815,0.022296489036957124,,,,,0.1058823529411763,,0.0,0.0,,-0.5544927081700051,,,-0.5684504220322113,0.566234185239669,,-0.8564101303254478,-0.3223855868913234,,0.5302227567961489,,0.3515304786996461
2016-07-19 18:00:00,2016-07-19 18:20:00,A,2,85.11333333333333,0.3364485981308411,-0.08854859673469924,,0.4568439686363573,,,0.1880547416424851,,0.0,,,,-0.125,,0.08759124087591241,0.4814814814814815,-0.03938162216944854,,,,,0.1058823529411763,,0.0,0.0,,0.2421201191783172,,,-0.5684504220322111,0.5662341852396698,,-0.8564101303254477,-0.32238558689132363,,0.5302227567961486,,0.04761971760245276
2016-07-19 18:20:00,2016-07-19 18:40:00,A,2,50.56666666666666,0.37383177570093457,-0.025430203323713117,,0.4508444310797903,,,0.1972055370771038,,0.0,,,,-0.25,,0.08759124087591241,0.4814814814814815,0.7232229875413267,,,,,0.1058823529411763,,0.0,0.0,,-0.07150697820290698,,,-0.5684504220322111,0.5662341852396695,,-0.8564101303254478,-0.3223855868913236,,0.5302227567961488,,-0.28616334169077084
