time_window_start,time_window_end,tollgate_id,direction,volume,sea_pressure,end_holiday,neigh_2h_volume_avg,before_holiday,pressure,after_holiday,minutes_diff_13,is_am,wind_direction,minutes_since_0,rel_humidity,wind_speed,temperature,holiday_len,start_holiday,precipitation,neigh_2h_volume_std,gbdt_0,gbdt_1,gbdt_2,gbdt_3,gbdt_4,tsv
2016-09-19 06:00:00,2016-09-19 06:20:00,1,0,8.0,-0.29166666666666796,0.0,-0.7749999999999999,0.0,-0.28169014084506955,1.0,1.0,0.0,-0.40794223826714804,-0.4074074074074074,-1.2272727272727273,2.8000000000000003,1.4473684210526314,0.0,0.0,0.0,-0.7628599690228814,0.7411773298071509,-0.7680595467179963,-0.8044872481288264,0.8247742993103423,-0.04308595847374074,0.3855194629441886
2016-09-19 06:20:00,2016-09-19 06:40:00,1,0,13.0,-0.29166666666666796,0.0,-0.7624999999999998,0.0,-0.28169014084506955,1.0,1.1666666666666667,0.0,-0.40794223826714804,-0.37037037037037035,-1.2272727272727273,2.8000000000000003,1.4473684210526314,0.0,0.0,0.0,-0.7331923679266547,0.7411773298071509,-0.7680595467179961,-0.8044872481288264,0.8247742993103426,-0.04308595847374082,0.6207324688126953
2016-09-19 06:40:00,2016-09-19 07:00:00,1,0,32.0,-0.29166666666666796,0.0,-0.7499999999999999,0.0,-0.28169014084506955,1.0,1.3333333333333333,0.0,-0.40794223826714804,-0.3333333333333333,-1.2272727272727273,2.8000000000000003,1.4473684210526314,0.0,0.0,0.0,-0.6250360149369196,0.3630914039568231,-0.33366912049371955,-0.3823493068271246,0.09637750150105523,0.6714587042279411,0.8849237492321914
2016-09-19 07:00:00,2016-09-19 07:20:00,1,0,39.0,-0.15277777777777998,0.0,-0.7249999999999999,0.0,-0.15492957746479144,1.0,0.5,0.0,0.8158844765342961,-0.2962962962962963,-0.5,2.1999999999999997,0.6578947368421051,0.0,0.0,0.1,-0.6250360149369196,0.0,-4.062396034776443e-16,0.008203922352782732,-0.5953949663631067,0.5804735696923786,1.1696117050553783
2016-09-19 07:20:00,2016-09-19 07:40:00,1,0,31.0,-0.15277777777777998,0.0,-0.7541666666666664,0.0,-0.15492957746479144,1.0,0.6666666666666666,0.0,0.8158844765342961,-0.25925925925925924,-0.5,2.1999999999999997,0.6578947368421051,0.0,0.0,0.1,-0.4286177484605476,-0.030209814453512417,0.050861572439840366,0.06927351197490089,-0.6527815626777179,0.6851197951611536,1.2828814667280688
2016-09-20 06:00:00,2016-09-20 06:20:00,1,0,13.0,0.3888888888888959,0.0,-0.7749999999999999,0.0,0.39436619718310695,0.0,1.0,0.0,-0.4259927797833935,-0.4074074074074074,-1.8181818181818181,1.7333333333333332,1.473684210526315,0.0,0.0,0.0,-0.8229937223174616,0.741177329807151,-0.768059546717996,-0.8044872481288264,0.8247742993103425,-0.04308595847374082,0.3019223688712585
2016-09-20 06:20:00,2016-09-20 06:40:00,1,0,20.0,0.3888888888888959,0.0,-0.7541666666666664,0.0,0.39436619718310695,0.0,1.1666666666666667,0.0,-0.4259927797833935,-0.37037037037037035,-1.8181818181818181,1.7333333333333332,1.473684210526315,0.0,0.0,0.0,-0.7780794380077286,0.7411773298071508,-0.7680595467179963,-0.8044872481288264,0.8247742993103426,-0.04308595847374079,0.5032935301994866
2016-09-20 06:40:00,2016-09-20 07:00:00,1,0,29.0,0.3888888888888959,0.0,-0.7583333333333333,0.0,0.39436619718310695,0.0,1.3333333333333333,0.0,-0.4259927797833935,-0.3333333333333333,-1.8181818181818181,1.7333333333333332,1.473684210526315,0.0,0.0,0.0,-0.7816907977247364,0.3630914039568231,-0.33366912049371983,-0.3823493068271247,0.09637750150105585,0.6714587042279407,0.8318002692956358
2016-09-20 07:00:00,2016-09-20 07:20:00,1,0,38.0,0.444444444444448,0.0,-0.7249999999999999,0.0,0.4507042253521176,0.0,0.5,0.0,-0.41155234657039713,-0.2962962962962963,-1.8636363636363635,1.6666666666666667,1.0789473684210518,0.0,0.0,0.0,-0.5870555010597184,6.424766821045626e-16,-4.062396034776443e-16,0.008203922352782899,-0.5953949663631075,0.5804735696923786,0.991416716561253
2016-09-20 07:20:00,2016-09-20 07:40:00,1,0,30.0,0.444444444444448,0.0,-0.7291666666666665,0.0,0.4507042253521176,0.0,0.6666666666666666,0.0,-0.41155234657039713,-0.25925925925925924,-1.8636363636363635,1.6666666666666667,1.0789473684210518,0.0,0.0,0.0,-0.5878187628377498,-0.10253393503060532,0.12031040943758115,0.16422444188177807,-0.7168368909993782,0.6228481023382058,0.9190259879579736
2016-09-20 07:40:00,2016-09-20 08:00:00,1,0,31.0,0.444444444444448,0.0,-0.7458333333333332,0.0,0.4507042253521176,0.0,0.8333333333333334,0.0,-0.41155234657039713,-0.2222222222222222,-1.8636363636363635,1.6666666666666667,1.0789473684210518,0.0,0.0,0.0,-0.4874199417728297,-0.3610855508456226,0.4028948862432851,0.35693589826078487,-0.24797675218016457,0.7241468409453732,-0.2393096829427333
2016-09-20 08:00:00,2016-09-20 08:20:00,1,0,53.0,0.444444444444448,0.0,-0.7249999999999999,0.0,0.4507042253521176,0.0,0.0,0.0,-0.41155234657039713,-0.18518518518518517,-1.8636363636363635,1.6666666666666667,1.0789473684210518,0.0,0.0,0.0,-0.5516373340335323,-0.4334096714227159,0.4723437232410243,0.45188682816766157,-0.3120320805018234,0.6618751481224248,-0.2559815095538033
